Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
366794,Medical treatment,2018,August,Saturday,3,Hit object,Single Vehicle,152.011977053497,-28.2067513510551,Victoria St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704.0,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,W,0,0,1,0,1,1,0,0,0,0,0,0
366795,Medical treatment,2018,September,Saturday,15,Angle,Multi-Vehicle,152.034574049514,-28.2185753533268,Albion St,Percy St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,0,1,0,1,2,0,0,0,0,0,0
366796,Hospitalisation,2018,September,Tuesday,20,Hit object,Single Vehicle,152.030089050178,-28.2172583528838,Guy St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,708.0,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
366797,Medical treatment,2018,September,Saturday,18,Sideswipe,Multi-Vehicle,152.024873050512,-28.2192903523964,Wantley St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,N,0,0,2,0,2,2,0,0,0,0,0,0
366798,Medical treatment,2018,September,Sunday,5,Fall from vehicle,Single Vehicle,152.026541051585,-28.2090403524775,Victoria St,Unknown,Warwick - Allora Road,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,701.0,Off Path-Straight: Left Off Cway,Off carriageway on straight,W,0,0,1,0,1,0,1,0,0,0,0,0
366799,Hospitalisation,2018,November,Tuesday,5,Hit object,Single Vehicle,152.044254050356,-28.2029164541392,Alexandra Dr,Unknown,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,804.0,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
366800,Hospitalisation,2018,November,Monday,15,Hit pedestrian,Hit pedestrian,152.032923977191,-28.2145718641364,Palmerin St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,0.0,Ped'N: Hit Other,Other,E,0,1,0,0,1,1,0,0,0,0,1,0
366801,Hospitalisation,2018,November,Thursday,16,Angle,Multi-Vehicle,152.031895016141,-28.2159115890476,Grafton St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,700.0,Off Path-Straight: Other,Other,,0,1,0,0,1,1,1,0,0,0,0,0
366802,Medical treatment,2019,January,Tuesday,17,Hit object,Single Vehicle,152.051663048098,-28.214529354945,Oxenham St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,804.0,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,W,0,0,1,0,1,1,0,0,0,0,0,0
366803,Medical treatment,2019,March,Saturday,12,Hit object,Single Vehicle,152.045260050688,-28.1993073542082,Alexandra Dr,Unknown,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,N,0,0,1,0,1,1,0,0,0,0,0,0
366804,Hospitalisation,2019,March,Thursday,9,Head-on,Multi-Vehicle,152.020267045107,-28.2186461149471,Wallace St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,E,0,3,0,1,4,2,0,0,0,0,0,0
366805,Minor injury,2019,June,Friday,17,Sideswipe,Multi-Vehicle,152.0342050493,-28.2206493533074,Albion St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,308.0,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,S,0,0,0,1,1,2,0,0,0,0,0,0
366806,Medical treatment,2019,June,Thursday,14,Hit pedestrian,Hit pedestrian,152.032678050099,-28.2155403531202,Palmerin St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,0.0,Ped'N: Hit Other,Other,S,0,0,1,0,1,1,0,0,0,0,1,0
366807,Medical treatment,2019,July,Friday,9,Angle,Multi-Vehicle,152.027207050209,-28.2196253526242,Dragon St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,E,0,0,1,0,1,1,0,1,0,0,0,0
366808,Hospitalisation,2019,July,Friday,21,Hit animal,Other,152.044651047419,-28.2264257543606,East St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,609.0,Pass & Misc: Hit Animal,Hit animal,S,0,2,0,0,2,1,0,0,0,0,0,0
366809,Minor injury,2019,August,Tuesday,8,Angle,Multi-Vehicle,152.03337505045,-28.2120493531603,Albert St,Palmerin St,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,0,0,1,1,2,0,0,0,0,0,0
366810,Minor injury,2019,August,Thursday,21,Hit object,Single Vehicle,152.046972048659,-28.2142383544898,East St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,803.0,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,E,0,0,0,1,1,1,0,0,0,0,0,0
366811,Medical treatment,2019,September,Saturday,0,Angle,Multi-Vehicle,152.033857050658,-28.2099253531902,Palmerin St,Victoria St,Warwick - Allora Road,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Roundabout,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,E,0,0,1,0,1,2,0,0,0,0,0,0
366812,Hospitalisation,2019,October,Sunday,15,Angle,Multi-Vehicle,152.020210051108,-28.218687351942,Wallace St,Wood St,Cunningham Highway (Warwick - Inglewood),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,W,0,1,2,0,3,2,0,0,0,0,0,0
366813,Minor injury,2019,October,Friday,16,Angle,Multi-Vehicle,152.030752050522,-28.2138543529213,Fitzroy St,Guy St,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,0,0,1,1,1,1,0,0,0,0,0
366814,Medical treatment,2019,November,Wednesday,7,Angle,Multi-Vehicle,152.027198050201,-28.2197023526239,Dragon St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,0,1,0,1,2,0,0,0,0,0,0
366815,Hospitalisation,2019,December,Saturday,16,Angle,Multi-Vehicle,152.031040050753,-28.2117143529324,Albert St,Guy St,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,1,0,1,2,2,0,0,0,0,0,0
366816,Hospitalisation,2019,December,Friday,16,Angle,Multi-Vehicle,152.019275050584,-28.2238013518916,Locke St,Wallace St,New England Highway (Warwick - Wallangarra),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,N,0,2,0,0,2,1,1,0,0,0,0,0
366817,Hospitalisation,2019,December,Saturday,10,Angle,Multi-Vehicle,152.013463051022,-28.2255393513447,Ann St,Glen Rd,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,107.0,Veh'S Adjacent Approach: Thru-Left,Intersection from adjacent approaches,E,0,1,0,0,1,2,0,0,0,0,0,0
366818,Hospitalisation,2020,January,Sunday,11,Rear-end,Multi-Vehicle,152.029539049907,-28.2199603528518,Guy St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302.0,Veh'S Same Direction: Left Rear,Rear-end,E,0,1,0,0,1,1,0,1,0,0,0,0
366819,Medical treatment,2020,February,Wednesday,21,Overturned,Single Vehicle,152.007754051684,-28.2253583507929,Glen Rd,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Dip,704.0,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,E,0,0,2,0,2,1,0,0,0,0,0,0
366820,Medical treatment,2020,March,Thursday,15,Hit object,Single Vehicle,152.018601050197,-28.2275653518559,Cleary St,Wallace St,New England Highway (Warwick - Wallangarra),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,E,0,0,1,0,1,1,0,0,0,1,0,0
366821,Medical treatment,2020,March,Thursday,19,Angle,Multi-Vehicle,152.029539049907,-28.2199603528518,Guy St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,E,0,0,1,1,2,2,0,0,0,0,0,0
366822,Hospitalisation,2020,March,Thursday,17,Head-on,Multi-Vehicle,152.030765050263,-28.2159473529388,Grafton St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,401.0,Veh'S Manoeuvring: Leaving Parking,Vehicle leaving driveway,W,0,1,0,1,2,3,0,0,0,0,0,0
366823,Minor injury,2020,March,Monday,10,Hit pedestrian,Hit pedestrian,152.038648981103,-28.2182006777172,King St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,4.0,Ped'N: Play; Work; Stand; Lie On C'Way,Pedestrian,E,0,0,0,1,1,1,0,0,0,0,1,0
366824,Minor injury,2020,March,Monday,11,Angle,Multi-Vehicle,152.035322049936,-28.2144593533669,Albion St,Fitzroy St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,S,0,0,0,1,1,2,0,0,0,0,0,0
366825,Minor injury,2020,April,Wednesday,18,Hit parked vehicle,Single Vehicle,152.026518051084,-28.2131363525072,Fitzroy St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,601.0,Veh'S On Path: Parked,Hit parked vehicle,E,0,0,0,1,1,3,0,0,0,0,0,0
366826,Minor injury,2020,May,Friday,16,Hit pedestrian,Hit pedestrian,152.029525049899,-28.220035352851,Guy St,Wood St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1.0,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,S,0,0,0,1,1,1,0,0,0,0,1,0
366827,Medical treatment,2020,May,Thursday,8,Angle,Multi-Vehicle,152.027681050484,-28.2169573526491,Dragon St,Unknown,,Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406.0,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,S,0,0,1,0,1,2,0,0,0,0,0,0
366828,Minor injury,2020,May,Monday,15,Rear-end,Multi-Vehicle,152.029059131972,-28.2198716078048,Wood St,Unknown,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,E,0,0,0,1,1,2,0,0,0,0,0,0
366829,Minor injury,2020,June,Monday,8,Angle,Multi-Vehicle,152.020210051108,-28.218687351942,Wallace St,Wood St,Cunningham Highway (Warwick - Inglewood),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,E,0,0,0,2,2,2,0,0,0,0,0,0
366830,Medical treatment,2020,June,Tuesday,12,Angle,Multi-Vehicle,152.034574049514,-28.2185753533268,Albion St,Percy St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,0,1,0,1,2,0,0,0,0,0,0
366831,Hospitalisation,2020,August,Tuesday,14,Rear-end,Multi-Vehicle,152.035322049936,-28.2144593533669,Albion St,Fitzroy St,Cunningham Highway (Ipswich - Warwick),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,1,0,1,2,3,0,0,0,0,0,0
366832,Hospitalisation,2020,September,Friday,9,Angle,Multi-Vehicle,152.019836050903,-28.2207003519216,Pratten St,Wallace St,New England Highway (Warwick - Wallangarra),Warwick,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,E,0,1,0,1,2,2,0,0,0,0,0,0
